"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","stop","rt_z","ssd_z"
29,29,214.1999999,"Right",1,1,0,100,"Right","NoStop",0,-0.54477408877261,-0.502755713427766
29,30,189.1,"Left",1,1,0,100,"Left","NoStop",0,-0.622335525781951,-0.502755713427766
29,31,199.6,"Right",1,1,0,100,"Right","NoStop",0,-0.589889506186625,-0.502755713427766
29,32,267.6999999,"Right",1,1,0,100,"Right","NoStop",0,-0.379453893691662,-0.502755713427766
29,33,124.1,"Left",1,1,0,100,"Left","NoStop",0,-0.82319183756254,-0.502755713427766
29,34,109.9000001,"Right",1,0,1,100,"Left","NoStop",0,-0.867071216134829,-0.502755713427766
29,35,384.3,"Left",1,1,0,100,"Left","NoStop",0,-0.0191485710193179,-0.502755713427766
29,36,1399.881,"NoGo",NA,1,0,100,"NoGo","Stop",1,3.11909533627981,-0.502755713427766
29,37,267.6,"Left",1,1,0,150,"Left","NoStop",0,-0.379762903093084,-0.189917372395026
29,38,142,"Right",1,1,0,150,"Right","NoStop",0,-0.76787909939527,-0.189917372395026
29,39,69.60000002,"Left",1,0,1,150,"NoGo","Stop",1,-0.991602129686002,-0.189917372395026
29,40,185.1,"Right",1,1,0,100,"Right","NoStop",0,-0.634695914199218,-0.502755713427766
29,41,1399.862,"NoGo",NA,1,0,100,"NoGo","Stop",1,3.11903662443483,-0.502755713427766
29,42,207.1,"Right",1,0,1,150,"NoGo","Stop",1,-0.566713777904249,-0.189917372395026
29,43,642.6,"Right",1,1,0,100,"Right","NoStop",0,0.779023511025703,-0.502755713427766
29,44,204.6999999,"Left",1,1,0,100,"Left","NoStop",0,-0.574130011263619,-0.502755713427766
29,45,197.6,"Right",1,1,0,100,"Right","NoStop",0,-0.596069700395258,-0.502755713427766
29,46,133.6,"Left",1,0,1,100,"Right","NoStop",0,-0.793835915071531,-0.502755713427766
29,47,169.9000001,"Left",1,1,0,100,"Left","NoStop",0,-0.681665389875823,-0.502755713427766
29,48,122.6,"Right",1,0,1,100,"NoGo","Stop",1,-0.827826983219015,-0.502755713427766
29,49,301.9,"Left",1,1,0,50,"Left","NoStop",0,-0.27377257241502,-0.815594054460505
29,50,299.1999999,"Right",1,1,0,50,"Right","NoStop",0,-0.282115834905684,-0.815594054460505
29,51,246.1,"Left",1,1,0,50,"Left","NoStop",0,-0.446199990835895,-0.815594054460505
29,52,188.3,"Right",1,0,1,50,"Left","NoStop",0,-0.624807603465404,-0.815594054460505
29,53,216.4,"Right",1,0,1,50,"NoGo","Stop",1,-0.537975874834103,-0.815594054460505
29,54,312.4000001,"Right",1,1,0,50,"Right","NoStop",0,-0.241326552510684,-0.815594054460505
29,55,175.1,"Left",1,0,1,50,"NoGo","Stop",1,-0.665596885242385,-0.815594054460505
29,56,332.2,"Right",1,1,0,50,"Right","NoStop",0,-0.180142630154221,-0.815594054460505
29,57,204.1,"Left",1,1,0,50,"Left","NoStop",0,-0.575984069217199,-0.815594054460505
29,58,426.4,"Right",1,1,0,50,"Right","NoStop",0,0.110944517072418,-0.815594054460505
29,59,254.9,"Right",1,1,0,50,"Right","NoStop",0,-0.419007136317907,-0.815594054460505
29,60,237.9,"Right",1,1,0,50,"Right","NoStop",0,-0.471538787091292,-0.815594054460505
29,61,829,"Left",1,1,0,50,"Left","NoStop",0,1.35501761127035,-0.815594054460505
29,62,1449.534,"NoGo",NA,1,0,50,"NoGo","Stop",1,3.27252792780045,-0.815594054460505
29,63,300.4,"Left",1,1,0,100,"Left","NoStop",0,-0.278407718071495,-0.502755713427766
29,64,267.2,"Left",1,1,0,100,"Left","NoStop",0,-0.380998941934811,-0.502755713427766
