"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","stop","rt_z","ssd_z"
4,"125",264.5,"Right",1,1,0,50,"Right","NoStop",0,-0.436098411290373,-1.05094370729049
4,"126",242.8,"Left",1,1,0,50,"Left","NoStop",0,-0.50559781338254,-1.05094370729049
4,"127",342.1,"Left",1,1,0,50,"Left","NoStop",0,-0.187565987218844,-1.05094370729049
4,"128",293.5,"Right",1,1,0,50,"Right","NoStop",0,-0.34321902600591,-1.05094370729049
4,"129",342.5,"Right",1,1,0,50,"Right","NoStop",0,-0.186284892249403,-1.05094370729049
4,"130",317.6,"Right",1,1,0,50,"Right","NoStop",0,-0.266033054097097,-1.05094370729049
4,"131",313.2,"Right",1,0,1,50,"NoGo","Stop",1,-0.280125098760947,-1.05094370729049
4,"132",319.6,"Left",1,1,0,50,"Left","NoStop",0,-0.259627579249893,-1.05094370729049
4,"133",340.4,"Left",1,1,0,50,"Left","NoStop",0,-0.193010640838968,-1.05094370729049
4,"134",258.4,"Left",1,1,0,50,"Left","NoStop",0,-0.455635109574346,-1.05094370729049
4,"135",333,"Right",1,1,0,50,"Right","NoStop",0,-0.216710897773624,-1.05094370729049
4,"136",314.4,"Right",1,0,1,50,"NoGo","Stop",1,-0.276281813852624,-1.05094370729049
4,"137",293,"Right",1,1,0,50,"Right","NoStop",0,-0.344820394717711,-1.05094370729049
4,"138",272.9,"Right",1,1,0,50,"Right","NoStop",0,-0.409195416932114,-1.05094370729049
4,"139",356.1,"Left",1,1,0,50,"Left","NoStop",0,-0.142727663288414,-1.05094370729049
4,"140",298.6,"Right",1,1,0,50,"Right","NoStop",0,-0.326885065145539,-1.05094370729049
4,"141",308.3,"Right",1,1,0,50,"Right","NoStop",0,-0.295818512136597,-1.05094370729049
4,"142",228.5,"Left",1,0,1,50,"NoGo","Stop",1,-0.551396958540051,-1.05094370729049
4,"143",310.5,"Left",1,1,0,50,"Left","NoStop",0,-0.288772489804673,-1.05094370729049
4,"144",314.1,"Right",1,1,0,50,"Right","NoStop",0,-0.277242635079705,-1.05094370729049
4,"145",272.7,"Left",1,1,0,50,"Left","NoStop",0,-0.409835964416835,-1.05094370729049
4,"146",298.8,"Left",1,1,0,50,"Left","NoStop",0,-0.326244517660818,-1.05094370729049
4,"147",263.9,"Left",1,1,0,50,"Left","NoStop",0,-0.438020053744534,-1.05094370729049
