"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task"
4,"46",847.4,"Left",1,0,1,50,"NoGo","Stop"
4,"47",300.8,"Right",1,1,0,50,"Right","NoStop"
4,"48",606.3,"Left",1,1,0,50,"Left","NoStop"
4,"49",302.9,"Left",1,1,0,50,"Left","NoStop"
4,"50",506.6,"Right",1,1,0,50,"Right","NoStop"
4,"51",297.3,"Left",1,1,0,50,"Left","NoStop"
4,"52",287.5,"Right",1,0,1,50,"NoGo","Stop"
4,"53",334.3,"Right",1,1,0,50,"Right","NoStop"
4,"54",274,"Left",1,1,0,50,"Left","NoStop"
4,"55",333,"Left",1,1,0,50,"Left","NoStop"
4,"56",307.4,"Right",1,1,0,50,"Right","NoStop"
4,"57",766.9,"Left",1,0,1,50,"NoGo","Stop"
4,"58",325.3,"Left",1,1,0,50,"Left","NoStop"
4,"59",285.6,"Left",1,1,0,50,"Left","NoStop"
4,"60",297.8,"Right",1,1,0,50,"Right","NoStop"
4,"61",263,"Right",1,1,0,50,"Right","NoStop"
4,"62",291.9,"Right",1,0,1,50,"NoGo","Stop"
4,"63",261.2,"Right",1,1,0,50,"Right","NoStop"
4,"64",265.4,"Right",1,1,0,50,"Right","NoStop"
4,"65",317.5,"Left",1,1,0,50,"Left","NoStop"
4,"66",255.6,"Left",1,1,0,50,"Left","NoStop"
4,"67",327,"Right",1,1,0,50,"Right","NoStop"
4,"68",736,"Left",1,0,1,50,"NoGo","Stop"
4,"69",331,"Left",1,1,0,50,"Left","NoStop"
4,"70",333,"Left",1,1,0,50,"Left","NoStop"
4,"71",318.3,"Right",1,1,0,50,"Right","NoStop"
4,"72",275.9,"Right",1,1,0,50,"Right","NoStop"
4,"73",311,"Left",1,0,1,50,"NoGo","Stop"
4,"74",327.9,"Left",1,1,0,50,"Left","NoStop"
4,"75",726.4,"Right",1,0,1,50,"NoGo","Stop"
4,"76",374.3,"Left",1,1,0,50,"Left","NoStop"
4,"77",283.2,"Left",1,1,0,50,"Left","NoStop"
4,"78",729.4,"Left",1,0,1,50,"NoGo","Stop"
4,"79",228.1,"Right",1,0,1,50,"Left","NoStop"
4,"80",306,"Right",1,1,0,50,"Right","NoStop"
4,"81",299.8,"Left",1,1,0,50,"Left","NoStop"
4,"82",766.5,"Right",1,0,1,50,"NoGo","Stop"
4,"83",234,"Left",1,0,1,50,"NoGo","Stop"
4,"84",315.5,"Right",1,1,0,50,"Right","NoStop"
4,"85",751.7,"Left",1,0,1,50,"NoGo","Stop"
4,"86",247.8,"Right",1,1,0,50,"Right","NoStop"
4,"87",304,"Right",1,0,1,50,"NoGo","Stop"
4,"88",451.1,"Right",1,1,0,50,"Right","NoStop"
4,"89",843.7,"Right",1,0,1,50,"NoGo","Stop"
4,"90",331.5,"Left",1,1,0,50,"Left","NoStop"
4,"91",366.2,"Right",1,1,0,50,"Right","NoStop"
4,"92",359,"Right",1,1,0,50,"Right","NoStop"
4,"93",344,"Left",1,0,1,50,"NoGo","Stop"
4,"94",288.8,"Right",1,1,0,50,"Right","NoStop"
4,"95",741,"Left",1,0,1,50,"NoGo","Stop"
4,"96",846.2,"Left",1,0,1,50,"NoGo","Stop"
4,"97",272.1,"Right",1,1,0,50,"Right","NoStop"
4,"98",225.5,"Right",1,1,0,50,"Right","NoStop"
4,"99",736.5,"Right",1,0,1,50,"NoGo","Stop"
4,"100",620,"Right",1,1,0,50,"Right","NoStop"
4,"101",281.9,"Right",1,1,0,50,"Right","NoStop"
4,"102",353.1,"Left",1,0,1,50,"NoGo","Stop"
4,"103",356.2,"Right",1,0,1,50,"NoGo","Stop"
4,"104",829.8,"Left",1,0,1,50,"NoGo","Stop"
4,"105",426.3,"Right",1,1,0,50,"Right","NoStop"
4,"106",712.6,"Right",1,0,1,50,"NoGo","Stop"
4,"107",315.7,"Left",1,0,1,50,"NoGo","Stop"
4,"108",373.4,"Right",1,1,0,50,"Right","NoStop"
4,"109",724.6,"Left",1,0,1,50,"NoGo","Stop"
4,"110",381.8,"Right",1,1,0,50,"Right","NoStop"
4,"111",716.3,"Right",1,0,1,50,"NoGo","Stop"
4,"112",458.1,"Left",1,1,0,50,"Left","NoStop"
4,"113",350.8,"Left",1,0,1,50,"NoGo","Stop"
4,"114",406.5,"Right",1,1,0,50,"Right","NoStop"
4,"115",316.2,"Right",1,1,0,50,"Right","NoStop"
4,"116",505.9,"Left",1,1,0,50,"Left","NoStop"
4,"117",285.2,"Left",1,0,1,50,"NoGo","Stop"
4,"118",312,"Right",1,1,0,50,"Right","NoStop"
4,"119",485.3,"Left",1,1,0,50,"Left","NoStop"
4,"120",257.7,"Right",1,1,0,50,"Right","NoStop"
4,"121",333.6,"Left",1,1,0,50,"Left","NoStop"
4,"122",253.8,"Right",1,1,0,50,"Right","NoStop"
4,"123",229.4,"Left",1,1,0,50,"Left","NoStop"
4,"124",265.2,"Left",1,1,0,50,"Left","NoStop"
4,"125",264.5,"Right",1,1,0,50,"Right","NoStop"
4,"126",242.8,"Left",1,1,0,50,"Left","NoStop"
4,"127",342.1,"Left",1,1,0,50,"Left","NoStop"
4,"128",293.5,"Right",1,1,0,50,"Right","NoStop"
4,"129",342.5,"Right",1,1,0,50,"Right","NoStop"
4,"130",317.6,"Right",1,1,0,50,"Right","NoStop"
4,"131",313.2,"Right",1,0,1,50,"NoGo","Stop"
4,"132",319.6,"Left",1,1,0,50,"Left","NoStop"
4,"133",340.4,"Left",1,1,0,50,"Left","NoStop"
4,"134",258.4,"Left",1,1,0,50,"Left","NoStop"
4,"135",333,"Right",1,1,0,50,"Right","NoStop"
4,"136",314.4,"Right",1,0,1,50,"NoGo","Stop"
4,"137",293,"Right",1,1,0,50,"Right","NoStop"
4,"138",272.9,"Right",1,1,0,50,"Right","NoStop"
4,"139",356.1,"Left",1,1,0,50,"Left","NoStop"
4,"140",298.6,"Right",1,1,0,50,"Right","NoStop"
4,"141",308.3,"Right",1,1,0,50,"Right","NoStop"
4,"142",228.5,"Left",1,0,1,50,"NoGo","Stop"
4,"143",310.5,"Left",1,1,0,50,"Left","NoStop"
4,"144",314.1,"Right",1,1,0,50,"Right","NoStop"
4,"145",272.7,"Left",1,1,0,50,"Left","NoStop"
4,"146",298.8,"Left",1,1,0,50,"Left","NoStop"
4,"147",263.9,"Left",1,1,0,50,"Left","NoStop"
4,"148",274.1,"Right",1,1,0,50,"Right","NoStop"
4,"149",303.1,"Right",1,1,0,50,"Right","NoStop"
4,"150",263.4,"Right",1,0,1,50,"NoGo","Stop"
4,"151",249.2,"Left",1,1,0,50,"Left","NoStop"
4,"152",725.9,"Right",1,0,1,50,"NoGo","Stop"
4,"153",336.2,"Left",1,1,0,50,"Left","NoStop"
4,"154",274.6,"Left",1,1,0,50,"Left","NoStop"
4,"155",520,"Right",1,1,0,50,"Right","NoStop"
4,"156",311.9,"Right",1,1,0,50,"Right","NoStop"
4,"157",710.7,"Right",1,0,1,50,"NoGo","Stop"
4,"158",290.5,"Left",1,0,1,50,"NoGo","Stop"
4,"159",726.7,"Left",1,0,1,50,"NoGo","Stop"
4,"160",302.3,"Right",1,1,0,50,"Right","NoStop"
4,"161",858.1,"Left",1,0,1,50,"NoGo","Stop"
4,"162",357.2,"Right",1,1,0,50,"Right","NoStop"
4,"163",266.4,"Left",1,1,0,50,"Left","NoStop"
4,"164",351.2,"Left",1,1,0,50,"Left","NoStop"
4,"165",349.1,"Left",1,1,0,50,"Left","NoStop"
4,"166",295.2,"Left",1,1,0,50,"Left","NoStop"
4,"167",312,"Left",1,1,0,50,"Left","NoStop"
4,"168",255.6,"Left",1,1,0,50,"Left","NoStop"
4,"169",359.5,"Right",1,1,0,50,"Right","NoStop"
4,"170",437.8,"Left",1,1,0,50,"Left","NoStop"
4,"171",413.7,"Left",1,1,0,50,"Left","NoStop"
4,"172",301,"Right",1,1,0,50,"Right","NoStop"
4,"173",247,"Left",1,1,0,50,"Left","NoStop"
4,"174",358.1,"Right",1,1,0,50,"Right","NoStop"
4,"175",304.7,"Left",1,1,0,50,"Left","NoStop"
4,"176",278.9,"Right",1,1,0,50,"Right","NoStop"
4,"177",342.7,"Right",1,1,0,50,"Right","NoStop"
4,"178",250.3,"Left",1,1,0,50,"Left","NoStop"
4,"179",330,"Right",1,0,1,50,"NoGo","Stop"
4,"180",288.7,"Left",1,1,0,50,"Left","NoStop"
4,"181",355.4,"Right",1,1,0,50,"Right","NoStop"
4,"182",265.9,"Left",1,1,0,50,"Left","NoStop"
4,"183",254.2,"Right",1,0,1,50,"NoGo","Stop"
4,"184",255.1,"Left",1,1,0,50,"Left","NoStop"
4,"185",268.4,"Left",1,1,0,50,"Left","NoStop"
4,"186",724.4,"Right",1,0,1,50,"NoGo","Stop"
4,"187",321.8,"Right",1,1,0,50,"Right","NoStop"
4,"188",297.5,"Left",1,1,0,50,"Left","NoStop"
4,"189",277.2,"Left",1,1,0,50,"Left","NoStop"
4,"190",709,"Right",1,0,1,50,"NoGo","Stop"
4,"191",322.3,"Right",1,1,0,50,"Right","NoStop"
4,"192",333.6,"Right",1,0,1,50,"NoGo","Stop"
4,"193",424.5,"Right",1,1,0,50,"Right","NoStop"
4,"194",298.5,"Right",1,1,0,50,"Right","NoStop"
4,"195",347,"Left",1,1,0,50,"Left","NoStop"
4,"196",274.8,"Left",1,1,0,50,"Left","NoStop"
4,"197",280.5,"Left",1,1,0,50,"Left","NoStop"
4,"198",297.8,"Right",1,1,0,50,"Right","NoStop"
4,"199",261.6,"Left",1,0,1,50,"NoGo","Stop"
4,"200",264.8,"Right",1,1,0,50,"Right","NoStop"
4,"201",729.9,"Right",1,0,1,50,"NoGo","Stop"
4,"202",254.4,"Left",1,1,0,50,"Left","NoStop"
4,"203",266.7,"Right",1,1,0,50,"Right","NoStop"
4,"204",630.1,"Left",1,0,1,50,"NoGo","Stop"
4,"205",255.2,"Right",1,1,0,50,"Right","NoStop"
4,"206",358,"Right",1,1,0,50,"Right","NoStop"
4,"207",481.5,"Left",1,1,0,50,"Left","NoStop"
4,"208",230.4,"Right",1,1,0,50,"Right","NoStop"
4,"209",263.3,"Right",1,1,0,50,"Right","NoStop"
4,"210",212.9,"Right",1,1,0,50,"Right","NoStop"
4,"211",269.1,"Right",1,0,1,50,"Left","NoStop"
4,"212",363.7,"Right",1,1,0,50,"Right","NoStop"
4,"213",727.4,"Right",1,0,1,50,"NoGo","Stop"
4,"214",303.3,"Right",1,1,0,50,"Right","NoStop"
4,"215",304.4,"Right",1,1,0,50,"Right","NoStop"
4,"216",278.6,"Left",1,0,1,50,"NoGo","Stop"
4,"217",190.8,"Left",1,1,0,50,"Left","NoStop"
4,"218",240.1,"Left",1,1,0,50,"Left","NoStop"
4,"219",397.7,"Left",1,1,0,50,"Left","NoStop"
4,"220",265.7,"Left",1,1,0,50,"Left","NoStop"
4,"221",387.5,"Right",1,1,0,50,"Right","NoStop"
4,"222",287.1,"Right",1,0,1,50,"NoGo","Stop"
4,"223",702.3,"Right",1,0,1,50,"NoGo","Stop"
4,"224",311.7,"Left",1,1,0,50,"Left","NoStop"
4,"225",332.4,"Left",1,1,0,50,"Left","NoStop"
4,"226",334.5,"Right",1,1,0,50,"Right","NoStop"
4,"227",403.2,"Left",1,1,0,50,"Left","NoStop"
4,"228",278.2,"Right",1,1,0,50,"Right","NoStop"
4,"229",255.2,"Left",1,1,0,50,"Left","NoStop"
4,"230",240.3,"Right",1,1,0,50,"Right","NoStop"
4,"231",253.5,"Left",1,0,1,50,"NoGo","Stop"
4,"232",218.3,"Right",1,1,0,50,"Right","NoStop"
4,"233",334.5,"Left",1,1,0,50,"Left","NoStop"
4,"234",374.6,"Left",1,1,0,50,"Left","NoStop"
4,"235",275.4,"Left",1,1,0,50,"Left","NoStop"
4,"236",315,"Right",1,1,0,50,"Right","NoStop"
4,"237",291.3,"Left",1,1,0,50,"Left","NoStop"
4,"238",720.7,"Right",1,0,1,50,"NoGo","Stop"
4,"239",258.4,"Left",1,1,0,50,"Left","NoStop"
4,"240",284.7,"Right",1,1,0,50,"Right","NoStop"
16,"1",518.9,"Right",1,1,0,250,"Right","NoStop"
16,"2",85.5,"Left",1,1,0,250,"Left","NoStop"
16,"3",167.0999999,"Right",1,0,1,250,"NoGo","Stop"
16,"4",287,"Left",1,1,0,200,"Left","NoStop"
16,"5",194.8,"Right",1,1,0,200,"Right","NoStop"
16,"6",221.1,"Left",1,0,1,200,"NoGo","Stop"
16,"7",327.1,"Left",1,1,0,150,"Left","NoStop"
16,"8",258.4,"Left",1,1,0,150,"Left","NoStop"
16,"9",811.8,"Right",1,0,1,150,"NoGo","Stop"
16,"10",647.6,"Right",1,1,0,100,"Right","NoStop"
16,"11",353.6999999,"Right",1,1,0,100,"Right","NoStop"
16,"12",1302.3,"Right",1,1,0,100,"Right","NoStop"
16,"13",278.4000001,"Right",1,1,0,100,"Right","NoStop"
16,"14",1401.444,"NoGo",NA,1,0,100,"NoGo","Stop"
16,"15",1351.326,"NoGo",NA,1,0,150,"NoGo","Stop"
16,"16",213.8,"Left",1,1,0,200,"Left","NoStop"
